"INTERNATIONAL LABOUR ORGANIZATION Geneva"
"LABORSTA Labour Statistics Database"
"Copyright International Labour Organization 1998-2014"
""
"Selection:","Years: 1999-2008"
"","Country(ies): AT BR CH CN DE EG FR GB HK IT JP LU NL PT RU SA SG US VG VI"
"","Group of topics: Main statistics (annual) "
"","Table: 2B Total employment, by economic activity (Thousands)"
"","Extracted on 12/05/2014"


COUNTRY,CODE COUNTRY,SOURCE,CODE SOURCE,SOURCE_ID,SUBJECT,CODE SUBJECT,TYPE OF DATA,CODE TYPE OF DATA,WORKER COVERAGE,CODE WORKER COVERAGE,SEX,CODE SEX,TABLE,CODE TABLE,CLASSIFICATION,CODE CLASSIFICATION,SUB-CLASSIFICATION,CODE SUB-CLASSIFICATION,D1999,D2000,D2001,D2002,D2003,D2004,D2005,D2006,D2007,D2008,NOTES,
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,5468.324,5097.68,5220.131,5494.365,5665,5920.875,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,8533.197,8923.766,9043.91,9566.318,9637,9958.646,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,1500.905,1458.732,1518.415,1587.107,1644,1615.117,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,3290.908,3301.229,3428.309,3441.618,3535,3779.716,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,523.236,540.537,523.663,501.441,539,603.111,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,2831.454,2986.261,3066.773,3286.624,3541,3520.282,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,2503.766,2518.786,2636.924,2634.157,2766,2777.925,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,921.592,932.663,990.375,1037.411,1054,1127.33,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,652.186,688.517,686.375,701.961,760,764.152,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,1341.99,1282.239,1449.624,1369.774,1556,1490.89,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,,433.262,402.701,432.417,452.991,460,418.261,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,,,3.047,1.692,1.968,3,1,2.439,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,179.441,175.36,207.431,182.637,199,173.505,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,,,32624.631,33228.391,35354.319,36696,37918,38422.82,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",,,,5351.332,5296.605,5615.284,5805,5638,5273.04,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",,,,32.967,44.04,55.59,71,54,55.555,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,,,18.9,28.177,22.361,25,28,35.569,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,,,3914.182,4037.886,4353.625,4649,4665,4784.619,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,,,54.404,59.327,54.007,60,71,65.423,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,147.763,122.095,134.244,148,172,186.151,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,5019.932,5291.856,5609.318,5937,6110,6350.262,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,1430.764,1434.146,1504.644,1600,1751,1735.829,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,401.286,423.403,465.94,525,529,594.259,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,459.385,484.681,476.029,506,531,578.26,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,1430.038,1507.839,1652.909,1650,1890,1978.992,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,1366.924,1471.154,1566.93,1633,1685,1726.243,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,3382.258,3421.084,3578.813,3647,3802,3924.926,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,2106.604,2129.079,2153.775,2275,2402,2562.974,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,1806.481,1699.775,2048.692,1932,2245,2220.377,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,,5676.798,5751.92,6040.067,6214,6322,6313.444,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,,,2.064,2.264,2.096,4,2,0.973,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"Brazil","BR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,22.549,23.06,19.995,16,18,35.924,,"Persons aged 10 years and over. September. 2003: Break. Prior to 2003: excluding rural population of Rondõnia, Acre, Amazonas, Roraima, Pará and Amapá. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","Total","00_",713940,720850,730250,737400,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","1 Agriculture, Hunting, Forestry and Fishing","01_",334930,333550,329740,324870,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","2 Mining and Quarrying","02_",6670,5970,5610,5580,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","3 Manufacturing","03_",81090,80430,80830,83070,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","4 Electricity, Gas and Water","04_",2850,2840,2880,2900,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","5 Construction","05_",34120,35520,36690,38930,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","6 Wholesale and Retail Trade and Restaurants and Hotels","06_",47510,46860,47370,49690,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","7 Transport, Storage and Communication","07_",20220,20290,20370,20840,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","8 Financing, Insurance, Real Estate and Business Services","08_",4240,4270,4430,4580,,,,,,,"Whole national economy. Excluding business services. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","9 Community, Social and Personal Services","09_",20250,20250,20770,43900,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.2","I2","0 Activities not Adequately Defined","10_",162060,170880,181560,163040,,,,,,,"Whole national economy. Excluding armed forces and reemployed retired persons. December. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,,,,109697,110989,114040,117132,120244,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A¬B","00A",,,,,4845,4661,4463,4352,4263,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,,,,4883,5007,5092,5297,5350,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,,,,29805,30508,32109,33516,34654,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,,,,2976,3006,2999,3025,3034,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,,8337,8410,9266,9887,10508,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,,6281,5867,5440,5157,5069,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,,1721,1771,1812,1839,1858,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,,6365,6318,6139,6127,6231,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,,3533,3560,3593,3674,3897,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,,5274,5499,5927,6261,6571,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,,11710,11990,12408,12656,12912,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,,14428,14668,14832,15044,15209,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,,4858,4947,5089,5254,5428,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,,1278,1234,1225,1224,1250,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,,3421,3540,3644,3818,4011,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,,,,68136,68716,70794,72675,74841,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A¬B","00A",,,,,3084,2938,2806,2717,2690,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,,,,3686,3836,3962,4147,4253,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,,,,16878,17210,18134,18876,19704,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,,,,2049,2075,2086,2112,2127,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,,7053,7117,7924,8506,9084,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,,3478,3265,3017,2854,2781,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,,771,793,823,844,850,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,,4540,4542,4429,4480,4538,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,,1888,1855,1873,1888,1968,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,,3536,3691,3988,4224,4434,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,,8629,8794,9039,9170,9352,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,,7700,7701,7700,7706,7732,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,,2013,2025,2080,2125,2187,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,,759,731,724,717,729,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,,2090,2140,2206,2579,2413,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,,,,41561,42273,43246,44457,45403,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A¬B","00A",,,,,1761,1723,1657,1635,1573,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,,,,1197,1171,1130,1150,1097,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,,,,12927,13298,13975,14640,14950,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,,,,927,931,913,913,907,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,,1284,1293,1342,1381,1424,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,,2803,2602,2423,2303,2288,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
"China","CN","Official estimates","E",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,,950,978,989,995,1008,,"State-owned units, urban collective-owned units and other ownership units. December. Urban areas. ",
