"INTERNATIONAL LABOUR ORGANIZATION Geneva"
"LABORSTA Labour Statistics Database"
"Copyright International Labour Organization 1998-2014"
""
"Selection:","Years: 1999-2008"
"","Country(ies): AD AE AF AG AI AL AM AN AO AR AS AT AU AW AZ BA BB BD BE BF BG BH BI BJ BM BN BO BR BS BT BW BY BZ C1 CA CD CF CG CH CI CK CL CM CN CO CR CS CU CV CY CZ D1 D2 D3 DE DJ DK DM DO DZ E1 EC EE EG EH ER ES ET FI FJ FK FO FR GA GB GD GE GF GG GH GI GL GM GN GP GQ GR GT GU GW GY HK HN HR HT HU ID IE IL IM IN IQ IR IS IT JE JG JM JO JP KE KG KH KI KM KN KP KR KS KW KY KZ LA LB LC LI LK LR LS LT LU LV LY M1 M2 M3 MA MC MD ME MG MH MK ML MM MN MO MP MQ MR MS MT MU MV MW MX MY MZ NA NC NE NF NG NI NL NO NP NR NU NZ OM PA PE PF PG PH PK PL PM PR PS PT PW PY QA RE RO RS RU RW SA SB SC SD SE SG SH SI SK SL SM SN SO SR ST SU SV SY SZ T1 T2 TC TD TG TH TJ TK TL TM TN TO TR TT TV TW TZ UA UG US UY UZ VC VE VG VI VN VU WF WS Y1 Y2 Y3 YE ZA ZM ZW"
"","Group of topics: Main statistics (annual) "
"","Table: 2B Total employment, by economic activity (Thousands)"
"","Extracted on 12/05/2014"


COUNTRY,CODE COUNTRY,SOURCE,CODE SOURCE,SOURCE_ID,SUBJECT,CODE SUBJECT,TYPE OF DATA,CODE TYPE OF DATA,WORKER COVERAGE,CODE WORKER COVERAGE,SEX,CODE SEX,TABLE,CODE TABLE,CLASSIFICATION,CODE CLASSIFICATION,SUB-CLASSIFICATION,CODE SUB-CLASSIFICATION,D1999,D2000,D2001,D2002,D2003,D2004,D2005,D2006,D2007,D2008,NOTES,
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,,804.5,834.8,851.1,911.1,878.8,870.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,,1566.6,1590.1,1585.4,1518.9,1602.9,1640.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,,740.6,685.4,753.2,807.4,826,793.3,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,,2452.3,2502.6,2546.8,2662.6,2666,2784.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,,2255.9,2300.2,2347.7,2407.2,2563.3,2652.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,,1707.5,1709.1,1744.1,1776.7,1735.9,1791.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,,2823.8,2925.5,2970.2,3066.4,3143.4,3215,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,,1010.9,1060.8,1112.6,1102.9,1156.9,1161.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,,,650,645.3,605,580.7,592.4,607.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,,,,14,14.9,15.5,18.4,18.9,19,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,,337.5,288.3,290.5,31.8,36.4,201.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,,,,13302.9,13315.7,13350,13381.5,13521.9,13670.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",,,,,704.6,627.8,621.2,655.5,605,539.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",,,,,15.8,14.4,16.7,15.1,13,17.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,,,,26.9,28.7,36,25.4,19.2,21.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,,,,2905.4,2832.7,2818.9,2825.2,2768.8,2746.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,,,,178.9,186.1,174.9,193.1,156.2,154.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,,1467.2,1474.9,1483.8,1545.5,1599.6,1683,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,,1755.6,1784.6,1763.9,1809.6,1920.2,1784.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,,418.8,443.1,451.7,463.2,434,456.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,,1077.6,1100.6,1081.6,1070,1134.9,1151,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,,336.2,306.2,331.2,333.4,337.7,324.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,,1349.7,1392.1,1427.1,1468.7,1446.6,1530.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,,1115.4,1192,1203.8,1193.2,1236,1274.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,,575.7,577.6,588.4,562.9,555.1,583.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,,641.9,652.3,636,622.2,665.1,670.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,,449.1,448.5,487.7,488.7,502,514.3,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,,,138,127.5,103.4,85.4,98.9,108.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,,,,6.9,6.7,6.8,7.8,8.4,7.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,,139.3,120,117,16.6,21.4,100.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,,,,11392.9,11484.7,11628,11752,12043.3,12243,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",,,,,309.1,309.6,266.6,258,256.5,230.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",,,,,3.2,2.5,1.1,3,1.4,1.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,,,,8.1,3.9,6.1,3.6,5.2,3.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,,,,1213.9,1230.1,1195.6,1159.6,1181,1131,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,,,,49.7,38.6,43.7,52.8,44.3,46.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,,,,157.6,149.3,156.6,159.9,155.4,177,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,,,,1536.2,1560,1570.8,1543.3,1618.7,1636.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,,,,385.7,391.7,399.4,447.9,444.8,413.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,,,,489,489.5,503.8,448.8,468,489.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,,,,404.4,379.2,422,474,488.3,468.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,,,,1102.6,1110.6,1119.7,1194,1219.4,1254.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,,,1140.5,1108.2,1143.9,1214,1327.3,1377.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,,,1131.8,1131.5,1155.7,1213.8,1180.7,1208.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,,,2182,2273.2,2334.3,2444.1,2478.3,2544.3,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,,,561.8,612.3,624.9,614.2,654.9,647.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,,,512,517.8,501.6,495.3,493.6,499.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,,,,7.2,8.2,8.7,10.5,10.5,11.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,,,198.2,168.3,173.5,15.3,15,101,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","Total","00_",,,,,,,,,,25913.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","A Agriculture, forestry and fishing","01_",,,,,,,,,,693.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","B Mining and quarrying","02_",,,,,,,,,,21.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","C Manufacturing","03_",,,,,,,,,,3644.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","D Electricity, gas, steam and air conditioning supply","04_",,,,,,,,,,148.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","E Water supply; sewerage, waste management and remediation activities","05_",,,,,,,,,,170.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","F Construction","06_",,,,,,,,,,1866.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","G Wholesale and retail trade; repair of motor vehicles and motorcycles","07_",,,,,,,,,,3280.3,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","H Transportation and storage","08_",,,,,,,,,,1407.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","I Accommodation and food service activities","09_",,,,,,,,,,863.1,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","J Information and communication","10_",,,,,,,,,,661.1,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","K Financial and insurance activities","11_",,,,,,,,,,814.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","L Real estate activities","12_",,,,,,,,,,355.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","M Professional, scientific and technical activities","13_",,,,,,,,,,1244.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","N Administrative and support service activities","14_",,,,,,,,,,903.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","O Public administration and defence; compulsory social security","15_",,,,,,,,,,2616.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","P Education","16_",,,,,,,,,,1764.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","Q Human health and social work activities","17_",,,,,,,,,,3132.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","R Arts, entertainment and recreation","18_",,,,,,,,,,334.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","S Other service activities","19_",,,,,,,,,,687.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","T Activities of households as employers; undifferentiated goods¬ and services-producing activities o","20_",,,,,,,,,,586.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","U Activities of extraterritorial organizations and bodies","21_",,,,,,,,,,17.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.4","I4","X Not classifiable by economic activity","22_",,,,,,,,,,696.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","Total","00_",,,,,,,,,,13670.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","A Agriculture, forestry and fishing","01_",,,,,,,,,,472.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","B Mining and quarrying","02_",,,,,,,,,,17.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","C Manufacturing","03_",,,,,,,,,,2597.6,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","D Electricity, gas, steam and air conditioning supply","04_",,,,,,,,,,114.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","E Water supply; sewerage, waste management and remediation activities","05_",,,,,,,,,,140.1,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","F Construction","06_",,,,,,,,,,1676.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","G Wholesale and retail trade; repair of motor vehicles and motorcycles","07_",,,,,,,,,,1705.3,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","H Transportation and storage","08_",,,,,,,,,,1016,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","I Accommodation and food service activities","09_",,,,,,,,,,452.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","J Information and communication","10_",,,,,,,,,,448.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","K Financial and insurance activities","11_",,,,,,,,,,337.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","L Real estate activities","12_",,,,,,,,,,164.5,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","M Professional, scientific and technical activities","13_",,,,,,,,,,648,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","N Administrative and support service activities","14_",,,,,,,,,,495.8,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","O Public administration and defence; compulsory social security","15_",,,,,,,,,,1256.7,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","P Education","16_",,,,,,,,,,570.3,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","Q Human health and social work activities","17_",,,,,,,,,,647,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","R Arts, entertainment and recreation","18_",,,,,,,,,,189.1,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","S Other service activities","19_",,,,,,,,,,230.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","T Activities of households as employers; undifferentiated goods¬ and services-producing activities o","20_",,,,,,,,,,106.2,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","U Activities of extraterritorial organizations and bodies","21_",,,,,,,,,,7.4,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.4","I4","X Not classifiable by economic activity","22_",,,,,,,,,,374.9,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.4","I4","Total","00_",,,,,,,,,,12243,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.4","I4","A Agriculture, forestry and fishing","01_",,,,,,,,,,221,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.4","I4","B Mining and quarrying","02_",,,,,,,,,,4.1,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.4","I4","C Manufacturing","03_",,,,,,,,,,1047.1,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.4","I4","D Electricity, gas, steam and air conditioning supply","04_",,,,,,,,,,34,"Persons aged 15 years and over. ",
"France","FR","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.4","I4","E Water supply; sewerage, waste management and remediation activities","05_",,,,,,,,,,30.6,"Persons aged 15 years and over. ",
